16.09.2019                                                      Dynamische Listenausgabe                                                              1;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;Stf;Pos.;EKG;Material P;Objektkurztext;     Menge;ME;SchGut;R;Werk;LOrt;ArbPlatz;ZTP;ÄndNr;Horiz;DMk;BeschArt;MArt
;4;15;W05;500362094;Erdungslasche D9 Bl 3x30x40 ISO9445;2;ST;;;86;88;S4BS;SP;72883;100;PD;F;HALB
;4;16;W09;700027496;Schweissm.M6 DIN929-A2-70;2;ST;X;;86;88;S4BS;SP;72884;1;ND;F;ROH
;4;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;30;ST;X;1;86;88;S4BS;SP;72884;1;PD;F;KBEI
;4;431;W90;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;1,396;M;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;442;W90;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,600;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;450;W90;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;2,525;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;480;W90;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,151;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;538;W90;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,773;M;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;545;W90;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,605;M;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;551;;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,713;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;1217;W90;500434907;Kehlnaht a2 EN15085-3 CPC2 G2293NL;    0,257;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;1228;W90;500435020;Kehlnaht z3 EN15085-3 CPC2 G2293NL;    0,198;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;1319;W90;500434905;I-Naht 3 EN15085-3 CPC2 G2293NL;    0,362;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;3;3;B30;500540649;Türsaeule kpl.CM1 7 rechts;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;4;1;W05;500555213;B-Saeule re.;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;2;W05;500555212;Verstaerkung B-Saeule re.;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;3;W05;500555199;Auflageblech B Saeule;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;4;W05;500555193;Rippe 1;2;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;5;W05;500555195;Rippe 3;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;6;W05;500555216;Flanschplatte oben re.;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;7;W05;500555197;Rippe oben;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;8;W05;500555196;Rippe 4;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;9;W05;500555194;Rippe 2;3;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;10;W05;500555217;Flanschplatte unten re.;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;11;W09;500213250;Schweissm. M10 DIN929-A4;2;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
;4;12;W09;500206951;Schweissm.M8 DIN929-A4;18;ST;X;;86;88;S4BS;SP;72884;1;ND;F;ROH
;4;13;W05;500548754;Gurtoese;6;ST;X;;86;88;S4BS;SP;72883;1;PD;F;ROH
;4;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;20;ST;X;1;86;88;S4BS;SP;72884;1;PD;F;KBEI
;4;431;W90;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;1,343;M;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;442;W90;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,600;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;450;W90;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;2,525;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;480;W90;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,151;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;538;W90;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,713;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;545;W90;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,584;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;551;;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,713;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;1217;W90;500434907;Kehlnaht a2 EN15085-3 CPC2 G2293NL;    0,257;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;1228;W90;500435020;Kehlnaht z3 EN15085-3 CPC2 G2293NL;    0,198;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;4;1319;W90;500434905;I-Naht 3 EN15085-3 CPC2 G2293NL;    0,362;M;X;1;86;88;S4BS;SP;72644;1;PD;F;KBEI
;3;4;B30;500540650;C-Saeule CM1 7 links kpl.;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;4;1;W05;500552248;C-Saeule links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;2;W05;500552250;U-Profil C-Saeule;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;3;W05;500558446;Versteifungsblech 1 links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;4;W05;500558447;Versteifungsblech 2 links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;5;W05;500558448;Rippe C-Saeule;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;6;W05;500558449;Lasche C-Saeule;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;7;W09;500006938;Schweissm.M5 DIN929-A2;4;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
;4;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;4;ST;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;431;W90;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;1,008;M;X;1;86;88;S4BS;SP;73467;1;PD;F;KBEI
;4;441;W90;500424306;Kehlnaht z2 EN15085-3 CPC2 G199L;    0,130;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;442;W90;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,030;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;450;W90;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,145;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;480;W90;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,178;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;482;W90;500440392;HV-Naht 5 EN15085-3 CPC2 G199L;    0,052;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;538;W90;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,477;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;545;W90;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,060;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;551;;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,215;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;3;5;B30;500540651;C-Saeule CM1 7 rechts kpl.;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;4;1;W05;500552249;C-Saeule rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;2;W05;500552250;U-Profil C-Saeule;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;3;W05;500558444;Versteifungsblech 1 rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;4;W05;500558445;Versteifungsblech 2 rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;5;W05;500558448;Rippe C-Saeule;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;6;W05;500558449;Lasche C-Saeule;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;7;W09;500006938;Schweissm.M5 DIN929-A2;4;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
;4;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;4;ST;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;431;W90;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;1,008;M;X;1;86;88;S4BS;SP;73467;1;PD;F;KBEI
;4;441;W90;500424306;Kehlnaht z2 EN15085-3 CPC2 G199L;    0,130;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;442;W90;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,030;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;450;W90;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,145;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;480;W90;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,178;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;482;W90;500440392;HV-Naht 5 EN15085-3 CPC2 G199L;    0,052;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;538;W90;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,477;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;545;W90;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,060;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;4;551;;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,215;M;X;1;86;88;S4BS;SP;72431;1;PD;F;KBEI
;3;6;B30;500540652;Brustgurt CM1 7;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;4;1;W05;500548740;Brustgurt Mitteteil;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;2;W05;500548741;Brustgurt vorne links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;3;W05;500548742;Brustgurt vorne rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;4;W05;500548746;Brustgurt Fussbodenauflage vorne;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;5;W05;500548747;Brustgurt Fussbodenauflage vorne li.;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;6;W05;500548748;Brustgurt Fussbodenauflage vorne re.;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;7;W05;500548744;Brustgurt Rippe horizontal 1 li.;1;ST;;;86;88;S4BS;SP;72645;1;PD;F;ROH
;4;8;W05;500548750;Brustgurt Mittelteil Rippe;4;ST;;;86;88;S4BS;SP;72645;1;PD;F;ROH
;4;10;W05;500552247;Brustgurt Rippe vertikal 3;2;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;11;B30;500548755;Brustgurt oben li kpl.;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;5;1;W05;500548751;Brustgurt oben links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;2;W09;500206951;Schweissm.M8 DIN929-A4;2;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
;5;3;W09;500468207;Gewindestift M8x25 ISO4026-A4-21H;2;ST;X;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;2;ST;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;5;546;W90;500426701;Lochnaht 8 EN15085-3 CPC2 G199L;2;ST;X;;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;12;B30;500548756;Brustgurt oben re kpl.;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;5;1;W05;500548752;Brustgurt oben rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;2;W09;500206951;Schweissm.M8 DIN929-A4;2;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
;5;3;W09;500468207;Gewindestift M8x25 ISO4026-A4-21H;2;ST;X;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;2;ST;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;5;546;W90;500426701;Lochnaht 8 EN15085-3 CPC2 G199L;2;ST;X;;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;13;W05;500548754;Gurtoese;12;ST;X;;86;88;S4BS;SP;72645;1;PD;F;ROH
;4;14;W05;500548745;Brustgurt Querspange;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;15;W05;500554782;Waschbehaelter Winkel;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;17;W05;500543440;Gewindebuchse M8x20 Rd 20x25;2;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;18;W05;500549567;Gewindebuchse M10x20 Rd 22x25;4;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;19;W09;500206951;Schweissm.M8 DIN929-A4;2;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
;4;20;W05;500562890;Brustgurt Rippe horizontal 1 re.;1;ST;;;86;88;S4BS;SP;72645;1;PD;F;ROH
;4;21;W05;500562859;Brustgurt Rippe oben;2;ST;;;86;88;S4BS;SP;72645;1;PD;F;ROH
;4;22;B30;500564112;Befestigungswinkel 1 kpl.;1;ST;;1;86;15;S4BS;SP;72883;200;PD;E;HALB
;5;1;W05;500564116;Befestigungswinkel 1;1;ST;;;86;88;S4BS;SP;72883;1;PD;F;ROH
;5;2;W09;500006938;Schweissm.M5 DIN929-A2;4;ST;X;;86;88;S4BS;SP;72883;1;ND;F;ROH
;5;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;4;ST;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;23;B30;500564113;Befestigungswinkel 2 kpl.;1;ST;;1;86;15;S4BS;SP;72883;200;PD;E;HALB
;5;1;W05;500564117;Befestigungswinkel 2;1;ST;;;86;88;S4BS;SP;72883;1;PD;F;ROH
;5;2;W09;500006938;Schweissm.M5 DIN929-A2;1;ST;X;;86;88;S4BS;SP;72883;1;ND;F;ROH
;5;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;1;ST;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;24;B30;500564114;Befestigungslasche kpl.;1;ST;;1;86;15;S4BS;SP;72883;200;PD;E;HALB
;5;1;W05;500564118;Befestigungslasche;1;ST;;;86;88;S4BS;SP;72883;1;PD;F;ROH
;5;2;W09;500006938;Schweissm.M5 DIN929-A2;1;ST;X;;86;88;S4BS;SP;72883;1;ND;F;ROH
;5;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;1;ST;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;25;W05;500362094;Erdungslasche D9 Bl 3x30x40 ISO9445;2;ST;;;86;88;S4BS;SP;72883;100;PD;F;HALB
;4;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;2;ST;X;1;86;88;S4BS;SP;72645;1;PD;F;KBEI
;4;431;W90;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;3,790;M;X;1;86;88;S4BS;SP;73055;1;PD;F;KBEI
;4;441;W90;500424306;Kehlnaht z2 EN15085-3 CPC2 G199L;    0,081;M;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;442;W90;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,908;M;X;1;86;88;S4BS;SP;72645;1;PD;F;KBEI
;4;450;W90;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;1,528;M;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;462;W90;500440391;V-Naht 4 EN15085-3 CPC2 G199L;2,378;M;X;1;86;88;S4BS;SP;72645;1;PD;F;KBEI
;4;480;W90;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,670;M;X;1;86;88;S4BS;SP;72645;1;PD;F;KBEI
;4;481;W90;500425891;HV-Naht 4 EN15085-3 CPC2 G199L;    0,300;M;X;1;86;88;S4BS;SP;72645;1;PD;F;KBEI
;4;538;W90;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,070;M;X;1;86;88;S4BS;SP;72883;1;PD;F;KBEI
;4;545;W90;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;2,428;M;X;1;86;88;S4BS;SP;72645;1;PD;F;KBEI
;3;7;B30;500540647;Dach CM1 7;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;4;1;B30;500548796;Dachquerträger kpl.;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;5;1;W05;500548790;Dachquerstrebe oben mitte;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;2;W05;500548794;Eckblechverstaerkung oben;2;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;3;W05;500552251;Abdeckblech Endkonsole links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;4;W05;500557922;Abdeckblech Endkonsole rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;5;W05;500548791;Dachquerstrebe oben links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;6;W05;500548789;Dachquerstrebe oben rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;5;7;W09;700027494;Schweissm.M8 DIN929-A2-70;8;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
;5;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;8;ST;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;5;431;W90;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;    0,148;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;5;432;W90;500424388;Kehlnaht a3 EN15085-3 CPC2 G199L;1,220;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;5;451;W90;500424386;Doppel-KN a3 EN15085-3 CPC2 G199L;    0,240;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;5;480;W90;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,408;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;5;551;;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,260;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;2;W05;500552252;Dachlaengstraeger li.CM1;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;3;W05;500552263;Dachlaengstraeger re.CM1;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;4;W05;500552254;Dachquertraeger Trennwand;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;5;W05;500552262;Eckkonsole 1 links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;6;W05;500552255;Eckkonsole 1 rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;7;W05;500552259;U-Profil links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;8;W05;500552258;U-Profil rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;9;W05;500552260;Rippe Bugrohr links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;10;W05;500557961;Rippe Bugrohr rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;11;W05;500552261;Eckkonsole 2 links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;12;W05;500552257;Eckkonsole 2 rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;13;W05;500553405;Knotenblech links;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;14;W05;500553406;Knotenblech rechts;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;15;W05;500553407;Rippe;4;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;16;W05;500555144;C-Schiene 32x18x3x920 WOERTZ;3;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;17;W05;500547614;C-Schiene 40x24x3x80;4;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;18;W05;500552256;Erdungslasche;4;ST;;;86;88;S4BS;SP;73055;1;PD;F;ROH
;4;19;W05;500557962;Rippe;2;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;20;W09;700027494;Schweissm.M8 DIN929-A2-70;4;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
;4;21;W05;500542960;Befestigungsschiene 100mm;4;ST;;;86;88;S4BS;SP;73405;1;PD;F;ROH
;4;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;4;ST;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;431;W90;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;2,656;M;X;1;86;88;S4BS;SP;73055;1;PD;F;KBEI
;4;432;W90;500424388;Kehlnaht a3 EN15085-3 CPC2 G199L;    0,860;M;X;1;86;88;S4BS;SP;72884;1;PD;F;KBEI
;4;433;W90;500440368;Kehlnaht a4 EN15085-3 CPC2 G199L;1,428;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;441;W90;500424306;Kehlnaht z2 EN15085-3 CPC2 G199L;    0,648;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;442;W90;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;1,386;M;X;1;86;88;S4BS;SP;73405;1;PD;F;KBEI
;4;444;W90;500440149;Kehlnaht z5 EN15085-3 CPC2 G199L;    0,256;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;450;W90;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;2,016;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;480;W90;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;1,208;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;481;W90;500425891;HV-Naht 4 EN15085-3 CPC2 G199L;    0,762;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;482;W90;500440392;HV-Naht 5 EN15085-3 CPC2 G199L;    0,334;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;483;W90;500425892;HV-Naht 6 EN15085-3 CPC2 G199L;    0,180;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;517;W90;500424303;HY-Naht 2 EN15085-3 CPC2 G199L;2,016;M;X;1;86;88;S4BS;SP;73405;1;PD;F;KBEI
;4;518;W90;500425893;HY-Naht 3 EN15085-3 CPC2 G199L;1,824;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;519;W90;500440393;HY-Naht 4 EN15085-3 CPC2 G199L;    0,762;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;520;W90;500425894;HY-Naht 5 EN15085-3 CPC2 G199L;1,274;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;538;W90;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,460;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;545;W90;500426614;HY-Naht 2,5 EN15085-3 CPC2 G199L;    0,820;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;551;;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,736;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;4;555;W90;500440395;HY-Naht 3,5 EN15085-3 CPC2 G199L;    0,280;M;X;1;86;88;S4BS;SP;72884;1;PD;F;KBEI
;4;574;;500469460;Langlochnaht 3 EN15085-3 CPC2 G199L;    0,080;M;X;1;86;88;S4BS;SP;W-FIN001M;1;PD;F;KBEI
;3;8;B30;500553673;Schottblech kpl.;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;4;1;W05;500553667;Schottblech;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;2;W05;500553668;L-Profil li.;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;3;W05;500553669;L-Profil re.;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;4;W05;500553672;Blechbogen;2;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;5;W05;500553670;Steg 1;2;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;6;W05;500553671;Steg 2;2;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;8;W09;700027494;Schweissm.M8 DIN929-A2-70;9;ST;X;;86;88;S4BS;SP;72430;1;ND;F;ROH
;4;381;W90;500428238;Punktnaht für Schweißmutter EN15085-3;9;ST;X;1;86;88;S4BS;SP;72430;1;PD;F;KBEI
;4;431;W90;500424305;Kehlnaht a2 EN15085-3 CPC2 G199L;1,134;M;X;1;86;88;S4BS;SP;72430;1;PD;F;KBEI
;4;442;W90;500425890;Kehlnaht z3 EN15085-3 CPC2 G199L;    0,518;M;X;1;86;88;S4BS;SP;72430;1;PD;F;KBEI
;4;450;W90;500424324;Doppel-KN a2 EN15085-3 CPC2 G199L;    0,478;M;X;1;86;88;S4BS;SP;72430;1;PD;F;KBEI
;4;480;W90;500424304;HV-Naht 3 EN15085-3 CPC2 G199L;    0,106;M;X;1;86;88;S4BS;SP;72430;1;PD;F;KBEI
;4;538;W90;500427730;I-Naht 3 EN15085-3 CPC2 G199L;    0,178;M;X;1;86;88;S4BS;SP;72430;1;PD;F;KBEI
;4;551;;500427485;Gegenlage EN15085-3 CPC2 G199L;    0,056;M;X;1;86;88;S4BS;SP;72430;1;PD;F;KBEI
;3;9;B30;500558944;Trittstufe kpl.;1;ST;;1;86;15;S4BS;SP;W-FIN001M;200;PD;E;HALB
;4;1;W05;500558720;Trittstufe;1;ST;;;86;88;S4BS;SP;W-FIN001M;1;PD;F;ROH
;4;2;W09;500328892;Schweissm.M6 DIN929-A4;12;ST;X;;86;88;S4BS;SP;W-FIN001M;1;ND;F;ROH
